voiceId,cueKey,path,durationMs,fileSizeBytes,codec,sampleRateHz,channels,inManifest,hasCueDefinition,pairedVoiceAssetExists,pairedDurationDeltaMs,status,notes
marcus,last-set,assets/audio/voice/marcus/last-set.mp3,1718,28465,mp3,44100,1,true,true,true,-47,ok,
marcus,microcheck-balance,assets/audio/voice/marcus/microcheck-balance.mp3,5248,84889,mp3,44100,1,true,true,true,-371,ok,
marcus,microcheck-chair,assets/audio/voice/marcus/microcheck-chair.mp3,8313,134208,mp3,44100,1,true,true,true,418,ok,
marcus,microcheck-complete,assets/audio/voice/marcus/microcheck-complete.mp3,2415,39750,mp3,44100,1,true,true,true,47,ok,
marcus,microcheck-intro,assets/audio/voice/marcus/microcheck-intro.mp3,2926,47691,mp3,44100,1,true,true,true,-650,ok,
marcus,mobility_no_forcing,assets/audio/voice/marcus/mobility_no_forcing.mp3,3111,51035,mp3,44100,1,true,true,true,139,ok,
marcus,next-exercise,assets/audio/voice/marcus/next-exercise.mp3,2136,35152,mp3,44100,1,true,true,true,-325,ok,
marcus,next-up,assets/audio/voice/marcus/next-up.mp3,1625,27211,mp3,44100,1,true,true,true,-140,ok,
marcus,no-reps,assets/audio/voice/marcus/no-reps.mp3,4690,76112,mp3,44100,1,true,true,true,-326,ok,
marcus,num-0,assets/audio/voice/marcus/num-0.mp3,650,11328,mp3,44100,1,true,true,true,-93,ok,
marcus,num-1,assets/audio/voice/marcus/num-1.mp3,511,9239,mp3,44100,1,true,true,true,-46,ok,
marcus,num-10,assets/audio/voice/marcus/num-10.mp3,604,10911,mp3,44100,1,true,true,true,-93,ok,
marcus,num-11,assets/audio/voice/marcus/num-11.mp3,697,12164,mp3,44100,1,true,true,true,0,ok,
marcus,num-12,assets/audio/voice/marcus/num-12.mp3,743,13000,mp3,44100,1,true,true,true,0,ok,
marcus,num-13,assets/audio/voice/marcus/num-13.mp3,789,13836,mp3,44100,1,true,true,true,0,ok,
marcus,num-14,assets/audio/voice/marcus/num-14.mp3,743,13000,mp3,44100,1,true,true,true,-46,ok,
marcus,num-15,assets/audio/voice/marcus/num-15.mp3,697,12164,mp3,44100,1,true,true,true,-139,ok,
marcus,num-16,assets/audio/voice/marcus/num-16.mp3,789,13836,mp3,44100,1,true,true,true,0,ok,
marcus,num-17,assets/audio/voice/marcus/num-17.mp3,882,15090,mp3,44100,1,true,true,true,-47,ok,
marcus,num-18,assets/audio/voice/marcus/num-18.mp3,697,12164,mp3,44100,1,true,true,true,-139,ok,
marcus,num-19,assets/audio/voice/marcus/num-19.mp3,836,14254,mp3,44100,1,true,true,true,0,ok,
marcus,num-2,assets/audio/voice/marcus/num-2.mp3,650,11328,mp3,44100,1,true,true,true,0,ok,
marcus,num-20,assets/audio/voice/marcus/num-20.mp3,743,13000,mp3,44100,1,true,true,true,-46,ok,
marcus,num-21,assets/audio/voice/marcus/num-21.mp3,836,14254,mp3,44100,1,true,true,true,0,ok,
marcus,num-22,assets/audio/voice/marcus/num-22.mp3,789,13836,mp3,44100,1,true,true,true,-47,ok,
marcus,num-23,assets/audio/voice/marcus/num-23.mp3,929,15926,mp3,44100,1,true,true,true,-46,ok,
marcus,num-24,assets/audio/voice/marcus/num-24.mp3,836,14254,mp3,44100,1,true,true,true,-93,ok,
marcus,num-25,assets/audio/voice/marcus/num-25.mp3,929,15926,mp3,44100,1,true,true,true,-46,ok,
marcus,num-26,assets/audio/voice/marcus/num-26.mp3,975,16762,mp3,44100,1,true,true,true,46,ok,
marcus,num-27,assets/audio/voice/marcus/num-27.mp3,929,15926,mp3,44100,1,true,true,true,0,ok,
marcus,num-28,assets/audio/voice/marcus/num-28.mp3,836,14254,mp3,44100,1,true,true,true,-139,ok,
marcus,num-29,assets/audio/voice/marcus/num-29.mp3,929,15926,mp3,44100,1,true,true,true,47,ok,
marcus,num-3,assets/audio/voice/marcus/num-3.mp3,650,11328,mp3,44100,1,true,true,true,-47,ok,
marcus,num-30,assets/audio/voice/marcus/num-30.mp3,789,13836,mp3,44100,1,true,true,true,-47,ok,
marcus,num-31,assets/audio/voice/marcus/num-31.mp3,789,13836,mp3,44100,1,true,true,true,-47,ok,
marcus,num-32,assets/audio/voice/marcus/num-32.mp3,882,15090,mp3,44100,1,true,true,true,0,ok,
marcus,num-33,assets/audio/voice/marcus/num-33.mp3,975,16762,mp3,44100,1,true,true,true,0,ok,
marcus,num-34,assets/audio/voice/marcus/num-34.mp3,1022,17598,mp3,44100,1,true,true,true,93,ok,
marcus,num-35,assets/audio/voice/marcus/num-35.mp3,975,16762,mp3,44100,1,true,true,true,-47,ok,
marcus,num-36,assets/audio/voice/marcus/num-36.mp3,882,15090,mp3,44100,1,true,true,true,-93,ok,
marcus,num-37,assets/audio/voice/marcus/num-37.mp3,882,15090,mp3,44100,1,true,true,true,-47,ok,
marcus,num-38,assets/audio/voice/marcus/num-38.mp3,836,14254,mp3,44100,1,true,true,true,-46,ok,
marcus,num-39,assets/audio/voice/marcus/num-39.mp3,882,15090,mp3,44100,1,true,true,true,-47,ok,
marcus,num-4,assets/audio/voice/marcus/num-4.mp3,557,10075,mp3,44100,1,true,true,true,-47,ok,
marcus,num-40,assets/audio/voice/marcus/num-40.mp3,743,13000,mp3,44100,1,true,true,true,-93,ok,
marcus,num-5,assets/audio/voice/marcus/num-5.mp3,743,13000,mp3,44100,1,true,true,true,-46,ok,
marcus,num-6,assets/audio/voice/marcus/num-6.mp3,697,12164,mp3,44100,1,true,true,true,47,ok,
marcus,num-7,assets/audio/voice/marcus/num-7.mp3,650,11328,mp3,44100,1,true,true,true,-47,ok,
marcus,num-8,assets/audio/voice/marcus/num-8.mp3,604,10911,mp3,44100,1,true,true,true,-46,ok,
marcus,num-9,assets/audio/voice/marcus/num-9.mp3,650,11328,mp3,44100,1,true,true,true,-47,ok,
marcus,open-your-eyes,assets/audio/voice/marcus/open-your-eyes.mp3,1300,21777,mp3,44100,1,true,true,true,-140,ok,
marcus,relax-arm,assets/audio/voice/marcus/relax-arm.mp3,2183,35988,mp3,44100,1,true,true,true,-185,ok,
marcus,rest-now,assets/audio/voice/marcus/rest-now.mp3,1718,28465,mp3,44100,1,true,true,true,278,ok,
marcus,session-complete,assets/audio/voice/marcus/session-complete.mp3,4690,76112,mp3,44100,1,true,true,true,-47,ok,
marcus,set-done,assets/audio/voice/marcus/set-done.mp3,836,14254,mp3,44100,1,true,true,true,-93,ok,
marcus,shoulder-intro,assets/audio/voice/marcus/shoulder-intro.mp3,6084,98264,mp3,44100,1,true,true,true,-510,ok,
marcus,shoulder-setup,assets/audio/voice/marcus/shoulder-setup.mp3,6548,105787,mp3,44100,1,true,true,true,186,ok,
marcus,stand-tall,assets/audio/voice/marcus/stand-tall.mp3,2368,38914,mp3,44100,1,true,true,true,-558,ok,
marcus,stands-suffix,assets/audio/voice/marcus/stands-suffix.mp3,1533,25539,mp3,44100,1,true,true,true,-92,ok,
marcus,step_clear_dry_area,assets/audio/voice/marcus/step_clear_dry_area.mp3,2833,46437,mp3,44100,1,true,true,true,-46,ok,
marcus,step_controlled_return,assets/audio/voice/marcus/step_controlled_return.mp3,3204,52288,mp3,44100,1,true,true,true,93,ok,
marcus,step_fixed_support_nearby,assets/audio/voice/marcus/step_fixed_support_nearby.mp3,3622,58976,mp3,44100,1,true,true,true,-279,ok,
marcus,step_phone_out_of_path,assets/audio/voice/marcus/step_phone_out_of_path.mp3,2926,47691,mp3,44100,1,true,true,true,140,ok,
marcus,step_stop_if_unstable,assets/audio/voice/marcus/step_stop_if_unstable.mp3,3947,64409,mp3,44100,1,true,true,true,232,ok,
marcus,step_use_low_stable_step,assets/audio/voice/marcus/step_use_low_stable_step.mp3,2554,41839,mp3,44100,1,true,true,true,-186,ok,
marcus,step-back,assets/audio/voice/marcus/step-back.mp3,1347,22613,mp3,44100,1,true,true,true,-93,ok,
marcus,step-closer,assets/audio/voice/marcus/step-closer.mp3,1440,24285,mp3,44100,1,true,true,true,-139,ok,
marcus,step-into-frame,assets/audio/voice/marcus/step-into-frame.mp3,3251,53124,mp3,44100,1,true,true,true,325,ok,
marcus,support_keep_support_within_reach,assets/audio/voice/marcus/support_keep_support_within_reach.mp3,2833,46437,mp3,44100,1,true,true,true,93,ok,
marcus,support_use_sturdy_support,assets/audio/voice/marcus/support_use_sturdy_support.mp3,3297,53960,mp3,44100,1,true,true,true,139,ok,
marcus,thats-your-set,assets/audio/voice/marcus/thats-your-set.mp3,1486,24703,mp3,44100,1,true,true,true,0,ok,
marcus,time-to-retest,assets/audio/voice/marcus/time-to-retest.mp3,5619,91159,mp3,44100,1,true,true,true,278,ok,
marcus,times-up,assets/audio/voice/marcus/times-up.mp3,1950,32226,mp3,44100,1,true,true,true,-326,ok,
marcus,tracking_keep_full_body_in_view,assets/audio/voice/marcus/tracking_keep_full_body_in_view.mp3,2926,47691,mp3,44100,1,true,true,true,-371,ok,
marcus,tracking_move_when_cued,assets/audio/voice/marcus/tracking_move_when_cued.mp3,2183,35988,mp3,44100,1,true,true,true,47,ok,
marcus,tracking_no_rush_or_exaggerate,assets/audio/voice/marcus/tracking_no_rush_or_exaggerate.mp3,3204,52288,mp3,44100,1,true,true,true,-325,ok,
marcus,tracking_pause_and_reset,assets/audio/voice/marcus/tracking_pause_and_reset.mp3,4319,70261,mp3,44100,1,true,true,true,-186,ok,
marcus,training-intro,assets/audio/voice/marcus/training-intro.mp3,6873,111221,mp3,44100,1,true,true,true,-1765,ok,
marcus,tug-intro,assets/audio/voice/marcus/tug-intro.mp3,6734,108713,mp3,44100,1,true,true,true,-186,ok,
marcus,tug-setup,assets/audio/voice/marcus/tug-setup.mp3,7848,126685,mp3,44100,1,true,true,true,-1765,ok,
marcus,turn-on-light,assets/audio/voice/marcus/turn-on-light.mp3,2461,40586,mp3,44100,1,true,true,true,-558,ok,
marcus,turn-side-on,assets/audio/voice/marcus/turn-side-on.mp3,3437,56050,mp3,44100,1,true,true,true,93,ok,
marcus,you-completed,assets/audio/voice/marcus/you-completed.mp3,789,13836,mp3,44100,1,true,true,true,-140,ok,
